,SURVEYID,DBN,SCHOOL,DISTRICT,BOROUGH,DATE_OF_TEST,TOTAL_TESTED,TOTAL_STUDENT,TOTAL_EMPLOYEE,PERC_OF_TEST_AVAILABLE,PERC_OF_POSITIVE_LAST_SURRVEY,POSTITVE_IN_LAST_SURVERY,POSITIVE_STUDENT_IN_LAST_SURVEY,POSITIVE_EMPLOYEE_IN_LAST_SURVEY,VOLUME,OVER_THRESHOLD,LAB,TEST_TYPE,DATE_OF_LATEST_REPORTING,AVG_TIME,MAX_TURNAROUND,high,middle,elem,elem2,date,,elem = not middle or high
4015,4043,06M324,M.S. 324 - PATRIA MIRABAL,6,Manhattan,2020-10-16T00:00:00,46,21,25,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4016,4044,09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,9,Bronx,2020-10-16T00:00:00,45,17,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/16/20,,
4017,4046,06M319,M.S. 319 - MARIA TERESA,6,Manhattan,2020-10-16T00:00:00,43,13,30,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4018,4047,06M314,MUSCOTA,6,Manhattan,2020-10-16T00:00:00,41,27,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4019,4048,09X042,P.S. 042 CLAREMONT,9,Bronx,2020-10-16T00:00:00,41,1,40,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4020,4049,17K138,P.S. 138 BROOKLYN,17,Brooklyn,2020-10-16T00:00:00,39,16,23,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4021,4050,19K764,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,19,Brooklyn,2020-10-16T00:00:00,37,19,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4022,4051,27Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,27,Queens,2020-10-16T00:00:00,37,8,29,100%,3%,1,1,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4023,4052,07X259,H.E.R.O. HIGH (HEALTH EDUCATION AND RESEARCH OCCUPATIONS HIGH SCHOOL),7,Bronx,2020-10-16T00:00:00,37,7,30,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4024,4053,08X048,P.S. 048 JOSEPH R. DRAKE,8,Bronx,2020-10-16T00:00:00,37,21,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4025,4054,08X119,THE DR. EMMETT W. BASSETT SCHOOL,8,Bronx,2020-10-16T00:00:00,36,8,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4026,4055,13K003,P.S. 003 THE BEDFORD VILLAGE,13,Brooklyn,2020-10-16T00:00:00,35,17,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4027,4056,29Q270,THE GORDON PARKS SCHOOL,29,Queens,2020-10-16T00:00:00,35,15,20,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4028,4057,09X117,I.S. 117 JOSEPH H. WADE,9,Bronx,2020-10-16T00:00:00,34,3,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4029,4058,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,20,Brooklyn,2020-10-16T00:00:00,33,20,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4030,4059,23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,23,Brooklyn,2020-10-16T00:00:00,33,2,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4031,4060,22K312,P.S. 312 BERGEN BEACH,22,Brooklyn,2020-10-16T00:00:00,32,11,21,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4032,4061,29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,29,Queens,2020-10-16T00:00:00,32,4,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4033,4062,02M416,ELEANOR ROOSEVELT HIGH SCHOOL,2,Manhattan,2020-10-16T00:00:00,32,15,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4034,4063,07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,7,Bronx,2020-10-16T00:00:00,32,5,27,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4035,4064,29Q283,PREPARATORY ACADEMY FOR WRITERS,29,Queens,2020-10-16T00:00:00,31,7,24,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/16/20,,
4036,4065,29Q156,P.S. 156 LAURELTON,29,Queens,2020-10-16T00:00:00,29,4,25,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4037,4066,09X132,P.S. 132 GARRET A. MORGAN,9,Bronx,2020-10-16T00:00:00,28,2,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4038,4067,10X524,CROTONA INTERNATIONAL HIGH SCHOOL,10,Bronx,2020-10-16T00:00:00,27,14,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4039,4068,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,24,Queens,2020-10-16T00:00:00,26,9,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4040,4069,08X301,M.S. 301 PAUL L. DUNBAR,8,Bronx,2020-10-16T00:00:00,26,8,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4041,4070,28Q350,JAMAICA GATEWAY TO THE SCIENCES,28,Queens,2020-10-16T00:00:00,25,0,25,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4042,4071,02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE,2,Manhattan,2020-10-16T00:00:00,25,17,8,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4043,4072,06M143,J.H.S. 143 ELEANOR ROOSEVELT,6,Manhattan,2020-10-16T00:00:00,22,6,16,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4044,4073,28Q325,HILLSIDE ARTS & LETTERS ACADEMY,28,Queens,2020-10-16T00:00:00,21,3,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4045,4074,10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,10,Bronx,2020-10-16T00:00:00,21,0,21,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4046,4075,10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING (BASE),10,Bronx,2020-10-16T00:00:00,20,2,18,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4047,4076,22K251,P.S. 251 PAERDEGAT,22,Brooklyn,2020-10-16T00:00:00,19,7,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4048,4077,23K323,P.S./I.S. 323,23,Brooklyn,2020-10-16T00:00:00,19,0,19,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4049,4078,29Q272,GEORGE WASHINGTON CARVER HS FOR THE SCIENCES,29,Queens,2020-10-16T00:00:00,19,9,10,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4050,4079,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28,Queens,2020-10-16T00:00:00,18,10,8,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/16/20,,
4051,4080,29Q289,QUEENS UNITED MIDDLE SCHOOL,29,Queens,2020-10-16T00:00:00,18,4,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4052,4081,03M421,WEST PREP ACADEMY,3,Manhattan,2020-10-16T00:00:00,18,3,15,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4053,4082,19K639,BROOKLYN LAB SCHOOL,19,Brooklyn,2020-10-16T00:00:00,16,11,5,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4054,4083,29Q251,P.S. 251 QUEENS,29,Queens,2020-10-16T00:00:00,16,4,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4055,4084,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,29,Queens,2020-10-16T00:00:00,16,3,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4056,4085,29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,29,Queens,2020-10-16T00:00:00,15,2,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4057,4086,13K595,BEDFORD ACADEMY HIGH SCHOOL,13,Brooklyn,2020-10-16T00:00:00,13,0,13,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4058,4087,19K583,MULTICULTURAL HIGH SCHOOL,19,Brooklyn,2020-10-16T00:00:00,13,2,11,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4059,4088,18K285,I.S. 285 MEYER LEVIN,18,Brooklyn,2020-10-16T00:00:00,12,6,6,100%,8%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4060,4089,19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,19,Brooklyn,2020-10-16T00:00:00,12,6,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4061,4090,19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,19,Brooklyn,2020-10-16T00:00:00,12,0,12,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4062,4091,17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,17,Brooklyn,2020-10-16T00:00:00,11,0,11,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4063,4092,22K326,P.S. 326,22,Brooklyn,2020-10-16T00:00:00,9,5,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4064,4093,29Q248,QUEENS PREPARATORY ACADEMY,29,Queens,2020-10-16T00:00:00,7,0,7,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4065,4094,02M570,SATELLITE ACADEMY HIGH SCHOOL,2,Manhattan,2020-10-16T00:00:00,7,0,7,100%,14%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4066,4095,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,Queens,2020-10-16T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/16/20,,
4067,4096,32K075,P.S. 075 MAYDA CORTIELLA,32,Brooklyn,2020-10-16T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4068,4097,07X625,WALKABOUT BRONX HIGH SCHOOL,7,Bronx,2020-10-16T00:00:00,6,0,6,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4069,4098,09X236,P.S. 236 LANGSTON HUGHES,9,Bronx,2020-10-16T00:00:00,5,1,4,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4070,4099,02M544,INDEPENDENCE HIGH SCHOOL,2,Manhattan,2020-10-16T00:00:00,2,0,2,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/16/20,,
4071,4100,13K492,ACADEMY OF ARTS AND LETTERS,13,Brooklyn,2020-10-16T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4072,4101,15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,15,Brooklyn,2020-10-16T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/16/20,,
4073,4102,32K349,"I.S. 349 MATH, SCIENCE & TECH.",32,Brooklyn,2020-10-16T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4074,4103,75Q075,P075Q @ P254Q,75,Queens,2020-10-16T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/16/20,,
4075,4104,03M054,J.H.S. 054 BOOKER T. WASHINGTON,3,Manhattan,2020-10-16T00:00:00,1,0,1,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/16/20,,
4076,4105,05M362,COLUMBIA SECONDARY SCHOOL,5,Manhattan,2020-10-16T00:00:00,1,1,0,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/16/20,,
4077,4106,02M006,P.S. 006 LILLIE D. BLAKE,2,Manhattan,2020-10-15T00:00:00,167,111,56,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4078,4107,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,24,Queens,2020-10-15T00:00:00,155,105,50,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4079,4108,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,24,Queens,2020-10-15T00:00:00,130,94,36,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4080,4109,02M183,P.S. 183 ROBERT L. STEVENSON,2,Manhattan,2020-10-15T00:00:00,112,52,60,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4081,4110,25Q185,J.H.S. 185 EDWARD BLEEKER,25,Queens,2020-10-15T00:00:00,108,35,73,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4082,4111,11X106,P.S. 106 PARKCHESTER,11,Bronx,2020-10-15T00:00:00,105,26,79,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4083,4112,06M128,P.S. 128 AUDUBON,6,Manhattan,2020-10-15T00:00:00,99,30,69,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4084,4113,05M362,COLUMBIA SECONDARY SCHOOL,5,Manhattan,2020-10-15T00:00:00,92,57,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/15/20,,
4085,4114,11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,11,Bronx,2020-10-15T00:00:00,87,59,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4086,4115,27Q207,P.S. 207 ROCKWOOD PARK,27,Queens,2020-10-15T00:00:00,86,27,59,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4087,4116,09X053,P.S. 053 BASHEER QUISIM,9,Bronx,2020-10-15T00:00:00,86,37,49,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4088,4117,11X019,P.S. 019 JUDITH K. WEISS,11,Bronx,2020-10-15T00:00:00,86,34,52,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4089,4118,11X103,P.S. 103 HECTOR FONTANEZ,11,Bronx,2020-10-15T00:00:00,85,18,67,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4090,4119,11X127,J.H.S. 127 THE CASTLE HILL,11,Bronx,2020-10-15T00:00:00,85,33,52,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4091,4120,13K492,ACADEMY OF ARTS AND LETTERS,13,Brooklyn,2020-10-15T00:00:00,84,44,40,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4092,4121,13K011,P.S. 011 PURVIS J. BEHAN,13,Brooklyn,2020-10-15T00:00:00,83,38,45,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4093,4122,31R016,P.S. 016 JOHN J. DRISCOLL,31,Staten Island,2020-10-15T00:00:00,81,18,63,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4094,4123,29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,29,Queens,2020-10-15T00:00:00,78,21,57,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4095,4124,11X096,P.S. 096 RICHARD RODGERS,11,Bronx,2020-10-15T00:00:00,78,13,65,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4096,4125,25Q021,P.S. 021 EDWARD HART,25,Queens,2020-10-15T00:00:00,76,55,21,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4097,4126,30Q002,P.S. 002 ALFRED ZIMBERG,30,Queens,2020-10-15T00:00:00,74,35,39,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4098,4127,31R050,P.S. 050 FRANK HANKINSON,31,Staten Island,2020-10-15T00:00:00,71,26,45,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4099,4128,29Q181,P.S. 181 BROOKFIELD,29,Queens,2020-10-15T00:00:00,70,31,39,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4100,4129,27Q146,P.S. 146 HOWARD BEACH,27,Queens,2020-10-15T00:00:00,69,15,54,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4101,4130,03M054,J.H.S. 054 BOOKER T. WASHINGTON,3,Manhattan,2020-10-15T00:00:00,67,27,40,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4102,4131,06M153,P.S. 153 ADAM CLAYTON POWELL,6,Manhattan,2020-10-15T00:00:00,63,29,34,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4103,4132,31R053,THE BARBARA ESSELBORN SCHOOL,31,Staten Island,2020-10-15T00:00:00,61,29,32,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
4104,4133,10X447,CRESTON ACADEMY,10,Bronx,2020-10-15T00:00:00,59,25,34,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4105,4134,17K189,P.S. 189 THE BILINGUAL CENTER,17,Brooklyn,2020-10-15T00:00:00,56,21,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,10/15/20,,
4106,4135,09X311,LUCERO ELEMENTARY SCHOOL,9,Bronx,2020-10-15T00:00:00,56,31,25,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4107,4136,11X567,LINDEN TREE ELEMENTARY SCHOOL,11,Bronx,2020-10-15T00:00:00,56,28,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4108,4137,17K770,P.S. 770 NEW AMERICAN ACADEMY,17,Brooklyn,2020-10-15T00:00:00,53,22,31,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4109,4138,32K075,P.S. 075 MAYDA CORTIELLA,32,Brooklyn,2020-10-15T00:00:00,53,12,41,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4110,4139,09X294,THE WALTON AVENUE SCHOOL,9,Bronx,2020-10-15T00:00:00,53,21,32,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
4111,4140,31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS,31,Staten Island,2020-10-15T00:00:00,52,17,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/15/20,,
4112,4141,09X236,P.S. 236 LANGSTON HUGHES,9,Bronx,2020-10-15T00:00:00,52,16,36,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4113,4142,32K086,P.S. 086 THE IRVINGTON,32,Brooklyn,2020-10-15T00:00:00,49,16,33,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4114,4143,15K001,P.S. 001 THE BERGEN,15,Brooklyn,2020-10-15T00:00:00,48,34,14,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4115,4144,31R059,THE HARBOR VIEW SCHOOL,31,Staten Island,2020-10-15T00:00:00,47,12,35,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
4116,4145,02M630,ART AND DESIGN HIGH SCHOOL,2,Manhattan,2020-10-15T00:00:00,46,18,28,100%,2%,1,1,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/15/20,,
4117,4146,10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,10,Bronx,2020-10-15T00:00:00,45,11,34,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
4118,4147,02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,2,Manhattan,2020-10-15T00:00:00,45,6,39,100%,2%,1,0,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,10/15/20,,
4119,4148,31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,31,Staten Island,2020-10-15T00:00:00,43,9,34,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4120,4149,31R032,P.S. 032 THE GIFFORD SCHOOL,31,Staten Island,2020-10-15T00:00:00,43,15,28,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4121,4150,17K375,P.S. 375 JACKIE ROBINSON SCHOOL,17,Brooklyn,2020-10-15T00:00:00,42,6,36,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4122,4151,15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,15,Brooklyn,2020-10-15T00:00:00,40,14,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4123,4152,13K056,P.S. 056 LEWIS H. LATIMER,13,Brooklyn,2020-10-15T00:00:00,38,15,23,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4124,4153,12X271,EAST BRONX ACADEMY FOR THE FUTURE,12,Bronx,2020-10-15T00:00:00,38,11,27,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,10/15/20,,
4125,4154,09X055,P.S. 055 BENJAMIN FRANKLIN,9,Bronx,2020-10-15T00:00:00,36,10,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4126,4155,25Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL,25,Queens,2020-10-15T00:00:00,35,10,25,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,10/15/20,,
4127,4156,30Q398,THE HECTOR FIGUEROA SCHOOL,30,Queens,2020-10-15T00:00:00,34,8,26,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
4128,4157,79Q950Z,PATHWAYS TO GRADUATION,79,Queens,2020-10-15T00:00:00,33,16,17,100%,0%,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,10/15/20,,
